currency,rate,timestamp
USD,1.0,2026-08-07 02:31:00
AED,3.67,2026-08-07 02:31:00
AFN,65.8,2026-08-07 02:31:00
ALL,80.78,2026-08-07 02:31:00
AMD,366.16,2026-08-07 02:31:00
ANG,1.79,2026-08-07 02:31:00
AOA,925.42,2026-08-07 02:31:00
ARS,1497.01,2026-08-07 02:31:00
AUD,1.42,2026-08-07 02:31:00
AWG,1.79,2026-08-07 02:31:00
AZN,1.7,2026-08-07 02:31:00
BAM,1.7,2026-08-07 02:31:00
BBD,2.0,2026-08-07 02:31:00
BDT,123.77,2026-08-07 02:31:00
BGN,1.7,2026-08-07 02:31:00
BHD,0.376,2026-08-07 02:31:00
BIF,2990.46,2026-08-07 02:31:00
BMD,1.0,2026-08-07 02:31:00
BND,1.28,2026-08-07 02:31:00
BOB,12.12,2026-08-07 02:31:00
BRL,5.11,2026-08-07 02:31:00
BSD,1.0,2026-08-07 02:31:00
BTN,95.26,2026-08-07 02:31:00
BWP,13.78,2026-08-07 02:31:00
BYN,2.95,2026-08-07 02:31:00
BZD,2.0,2026-08-07 02:31:00
CAD,1.4,2026-08-07 02:31:00
CDF,2275.56,2026-08-07 02:31:00
CHF,0.812,2026-08-07 02:31:00
CLF,0.0231,2026-08-07 02:31:00
CLP,913.93,2026-08-07 02:31:00
CNH,6.75,2026-08-07 02:31:00
CNY,6.76,2026-08-07 02:31:00
COP,3180.59,2026-08-07 02:31:00
CRC,454.32,2026-08-07 02:31:00
CUP,24.0,2026-08-07 02:31:00
CVE,95.64,2026-08-07 02:31:00
CZK,21.02,2026-08-07 02:31:00
DJF,177.72,2026-08-07 02:31:00
DKK,6.47,2026-08-07 02:31:00
DOP,58.27,2026-08-07 02:31:00
DZD,132.95,2026-08-07 02:31:00
EGP,49.79,2026-08-07 02:31:00
ERN,15.0,2026-08-07 02:31:00
ETB,161.2,2026-08-07 02:31:00
EUR,0.867,2026-08-07 02:31:00
FJD,2.21,2026-08-07 02:31:00
FKP,0.743,2026-08-07 02:31:00
FOK,6.47,2026-08-07 02:31:00
GBP,0.743,2026-08-07 02:31:00
GEL,2.62,2026-08-07 02:31:00
GGP,0.743,2026-08-07 02:31:00
GHS,11.74,2026-08-07 02:31:00
GIP,0.743,2026-08-07 02:31:00
GMD,74.48,2026-08-07 02:31:00
GNF,8781.89,2026-08-07 02:31:00
GTQ,7.63,2026-08-07 02:31:00
GYD,209.28,2026-08-07 02:31:00
HKD,7.84,2026-08-07 02:31:00
HNL,26.82,2026-08-07 02:31:00
HRK,6.53,2026-08-07 02:31:00
HTG,130.77,2026-08-07 02:31:00
HUF,316.14,2026-08-07 02:31:00
IDR,17936.3,2026-08-07 02:31:00
ILS,3.02,2026-08-07 02:31:00
IMP,0.743,2026-08-07 02:31:00
INR,95.27,2026-08-07 02:31:00
IQD,1311.98,2026-08-07 02:31:00
IRR,1281095.38,2026-08-07 02:31:00
ISK,122.91,2026-08-07 02:31:00
JEP,0.743,2026-08-07 02:31:00
JMD,158.63,2026-08-07 02:31:00
JOD,0.709,2026-08-07 02:31:00
JPY,158.21,2026-08-07 02:31:00
KES,129.42,2026-08-07 02:31:00
KGS,87.48,2026-08-07 02:31:00
KHR,4043.19,2026-08-07 02:31:00
KID,1.42,2026-08-07 02:31:00
KMF,426.69,2026-08-07 02:31:00
KRW,1423.48,2026-08-07 02:31:00
KWD,0.309,2026-08-07 02:31:00
KYD,0.833,2026-08-07 02:31:00
KZT,468.57,2026-08-07 02:31:00
LAK,22408.61,2026-08-07 02:31:00
LBP,89500.0,2026-08-07 02:31:00
LKR,335.28,2026-08-07 02:31:00
LRD,180.58,2026-08-07 02:31:00
LSL,16.34,2026-08-07 02:31:00
LYD,6.37,2026-08-07 02:31:00
MAD,9.32,2026-08-07 02:31:00
MDL,17.36,2026-08-07 02:31:00
MGA,4300.97,2026-08-07 02:31:00
MKD,53.39,2026-08-07 02:31:00
MMK,2101.32,2026-08-07 02:31:00
MNT,3574.19,2026-08-07 02:31:00
MOP,8.08,2026-08-07 02:31:00
MRU,40.18,2026-08-07 02:31:00
MUR,46.93,2026-08-07 02:31:00
MVR,15.44,2026-08-07 02:31:00
MWK,1742.07,2026-08-07 02:31:00
MXN,17.22,2026-08-07 02:31:00
MYR,4.09,2026-08-07 02:31:00
MZN,63.76,2026-08-07 02:31:00
NAD,16.34,2026-08-07 02:31:00
NGN,1364.22,2026-08-07 02:31:00
NIO,36.79,2026-08-07 02:31:00
NOK,9.54,2026-08-07 02:31:00
NPR,152.42,2026-08-07 02:31:00
NZD,1.7,2026-08-07 02:31:00
OMR,0.384,2026-08-07 02:31:00
PAB,1.0,2026-08-07 02:31:00
PEN,3.38,2026-08-07 02:31:00
PGK,4.45,2026-08-07 02:31:00
PHP,60.81,2026-08-07 02:31:00
PKR,277.83,2026-08-07 02:31:00
PLN,3.73,2026-08-07 02:31:00
PYG,5943.89,2026-08-07 02:31:00
QAR,3.64,2026-08-07 02:31:00
RON,4.55,2026-08-07 02:31:00
RSD,101.69,2026-08-07 02:31:00
RUB,81.29,2026-08-07 02:31:00
RWF,1472.97,2026-08-07 02:31:00
SAR,3.75,2026-08-07 02:31:00
SBD,7.95,2026-08-07 02:31:00
SCR,14.49,2026-08-07 02:31:00
SDG,511.89,2026-08-07 02:31:00
SEK,9.51,2026-08-07 02:31:00
SGD,1.28,2026-08-07 02:31:00
SHP,0.743,2026-08-07 02:31:00
SLE,24.62,2026-08-07 02:31:00
SLL,24620.28,2026-08-07 02:31:00
SOS,571.99,2026-08-07 02:31:00
SRD,37.86,2026-08-07 02:31:00
SSP,5064.45,2026-08-07 02:31:00
STN,21.25,2026-08-07 02:31:00
SYP,121.81,2026-08-07 02:31:00
SZL,16.34,2026-08-07 02:31:00
THB,33.09,2026-08-07 02:31:00
TJS,9.23,2026-08-07 02:31:00
TMT,3.5,2026-08-07 02:31:00
TND,2.92,2026-08-07 02:31:00
TOP,2.36,2026-08-07 02:31:00
TRY,47.65,2026-08-07 02:31:00
TTD,6.75,2026-08-07 02:31:00
TVD,1.42,2026-08-07 02:31:00
TWD,32.21,2026-08-07 02:31:00
TZS,2645.3,2026-08-07 02:31:00
UAH,44.79,2026-08-07 02:31:00
UGX,3699.04,2026-08-07 02:31:00
UYU,40.23,2026-08-07 02:31:00
UZS,11897.32,2026-08-07 02:31:00
VES,756.71,2026-08-07 02:31:00
VND,26148.37,2026-08-07 02:31:00
VUV,119.01,2026-08-07 02:31:00
WST,2.69,2026-08-07 02:31:00
XAF,568.93,2026-08-07 02:31:00
XCD,2.7,2026-08-07 02:31:00
XCG,1.79,2026-08-07 02:31:00
XDR,0.732,2026-08-07 02:31:00
XOF,568.93,2026-08-07 02:31:00
XPF,103.5,2026-08-07 02:31:00
YER,238.11,2026-08-07 02:31:00
ZAR,16.34,2026-08-07 02:31:00
ZMW,19.01,2026-08-07 02:31:00
ZWG,26.62,2026-08-07 02:31:00
ZWL,26.62,2026-08-07 02:31:00
