currency,rate,timestamp
USD,1.0,2026-06-10 03:29:08
AED,3.67,2026-06-10 03:29:08
AFN,64.13,2026-06-10 03:29:08
ALL,82.38,2026-06-10 03:29:08
AMD,368.57,2026-06-10 03:29:08
ANG,1.79,2026-06-10 03:29:08
AOA,926.07,2026-06-10 03:29:08
ARS,1446.17,2026-06-10 03:29:08
AUD,1.42,2026-06-10 03:29:08
AWG,1.79,2026-06-10 03:29:08
AZN,1.7,2026-06-10 03:29:08
BAM,1.69,2026-06-10 03:29:08
BBD,2.0,2026-06-10 03:29:08
BDT,122.85,2026-06-10 03:29:08
BGN,1.69,2026-06-10 03:29:08
BHD,0.376,2026-06-10 03:29:08
BIF,2987.66,2026-06-10 03:29:08
BMD,1.0,2026-06-10 03:29:08
BND,1.29,2026-06-10 03:29:08
BOB,6.92,2026-06-10 03:29:08
BRL,5.17,2026-06-10 03:29:08
BSD,1.0,2026-06-10 03:29:08
BTN,95.4,2026-06-10 03:29:08
BWP,13.81,2026-06-10 03:29:08
BYN,2.75,2026-06-10 03:29:08
BZD,2.0,2026-06-10 03:29:08
CAD,1.39,2026-06-10 03:29:08
CDF,2272.94,2026-06-10 03:29:08
CHF,0.798,2026-06-10 03:29:08
CLF,0.0233,2026-06-10 03:29:08
CLP,922.75,2026-06-10 03:29:08
CNH,6.77,2026-06-10 03:29:08
CNY,6.79,2026-06-10 03:29:08
COP,3592.42,2026-06-10 03:29:08
CRC,460.99,2026-06-10 03:29:08
CUP,24.0,2026-06-10 03:29:08
CVE,95.47,2026-06-10 03:29:08
CZK,20.92,2026-06-10 03:29:08
DJF,177.72,2026-06-10 03:29:08
DKK,6.46,2026-06-10 03:29:08
DOP,58.18,2026-06-10 03:29:08
DZD,133.58,2026-06-10 03:29:08
EGP,51.71,2026-06-10 03:29:08
ERN,15.0,2026-06-10 03:29:08
ETB,159.5,2026-06-10 03:29:08
EUR,0.866,2026-06-10 03:29:08
FJD,2.21,2026-06-10 03:29:08
FKP,0.747,2026-06-10 03:29:08
FOK,6.46,2026-06-10 03:29:08
GBP,0.747,2026-06-10 03:29:08
GEL,2.66,2026-06-10 03:29:08
GGP,0.747,2026-06-10 03:29:08
GHS,11.66,2026-06-10 03:29:08
GIP,0.747,2026-06-10 03:29:08
GMD,74.18,2026-06-10 03:29:08
GNF,8768.73,2026-06-10 03:29:08
GTQ,7.62,2026-06-10 03:29:08
GYD,209.15,2026-06-10 03:29:08
HKD,7.84,2026-06-10 03:29:08
HNL,26.72,2026-06-10 03:29:08
HRK,6.52,2026-06-10 03:29:08
HTG,130.68,2026-06-10 03:29:08
HUF,307.8,2026-06-10 03:29:08
IDR,17997.19,2026-06-10 03:29:08
ILS,2.95,2026-06-10 03:29:08
IMP,0.747,2026-06-10 03:29:08
INR,95.41,2026-06-10 03:29:08
IQD,1312.96,2026-06-10 03:29:08
IRR,1336881.92,2026-06-10 03:29:08
ISK,124.11,2026-06-10 03:29:08
JEP,0.747,2026-06-10 03:29:08
JMD,157.79,2026-06-10 03:29:08
JOD,0.709,2026-06-10 03:29:08
JPY,160.28,2026-06-10 03:29:08
KES,129.31,2026-06-10 03:29:08
KGS,87.46,2026-06-10 03:29:08
KHR,4042.19,2026-06-10 03:29:08
KID,1.42,2026-06-10 03:29:08
KMF,425.98,2026-06-10 03:29:08
KRW,1523.76,2026-06-10 03:29:08
KWD,0.309,2026-06-10 03:29:08
KYD,0.833,2026-06-10 03:29:08
KZT,487.7,2026-06-10 03:29:08
LAK,21864.91,2026-06-10 03:29:08
LBP,89500.0,2026-06-10 03:29:08
LKR,336.72,2026-06-10 03:29:08
LRD,182.39,2026-06-10 03:29:08
LSL,16.5,2026-06-10 03:29:08
LYD,6.38,2026-06-10 03:29:08
MAD,9.24,2026-06-10 03:29:08
MDL,17.33,2026-06-10 03:29:08
MGA,4200.44,2026-06-10 03:29:08
MKD,53.44,2026-06-10 03:29:08
MMK,2099.85,2026-06-10 03:29:08
MNT,3550.61,2026-06-10 03:29:08
MOP,8.07,2026-06-10 03:29:08
MRU,39.99,2026-06-10 03:29:08
MUR,47.83,2026-06-10 03:29:08
MVR,15.44,2026-06-10 03:29:08
MWK,1744.36,2026-06-10 03:29:08
MXN,17.43,2026-06-10 03:29:08
MYR,4.06,2026-06-10 03:29:08
MZN,63.54,2026-06-10 03:29:08
NAD,16.5,2026-06-10 03:29:08
NGN,1359.62,2026-06-10 03:29:08
NIO,36.77,2026-06-10 03:29:08
NOK,9.49,2026-06-10 03:29:08
NPR,152.65,2026-06-10 03:29:08
NZD,1.72,2026-06-10 03:29:08
OMR,0.384,2026-06-10 03:29:08
PAB,1.0,2026-06-10 03:29:08
PEN,3.43,2026-06-10 03:29:08
PGK,4.37,2026-06-10 03:29:08
PHP,61.54,2026-06-10 03:29:08
PKR,278.24,2026-06-10 03:29:08
PLN,3.67,2026-06-10 03:29:08
PYG,6152.89,2026-06-10 03:29:08
QAR,3.64,2026-06-10 03:29:08
RON,4.53,2026-06-10 03:29:08
RSD,101.54,2026-06-10 03:29:08
RUB,72.03,2026-06-10 03:29:08
RWF,1467.87,2026-06-10 03:29:08
SAR,3.75,2026-06-10 03:29:08
SBD,7.94,2026-06-10 03:29:08
SCR,14.9,2026-06-10 03:29:08
SDG,449.41,2026-06-10 03:29:08
SEK,9.45,2026-06-10 03:29:08
SGD,1.29,2026-06-10 03:29:08
SHP,0.747,2026-06-10 03:29:08
SLE,24.56,2026-06-10 03:29:08
SLL,24557.05,2026-06-10 03:29:08
SOS,571.09,2026-06-10 03:29:08
SRD,37.55,2026-06-10 03:29:08
SSP,4711.03,2026-06-10 03:29:08
STN,21.21,2026-06-10 03:29:08
SYP,112.25,2026-06-10 03:29:08
SZL,16.5,2026-06-10 03:29:08
THB,32.88,2026-06-10 03:29:08
TJS,9.34,2026-06-10 03:29:08
TMT,3.5,2026-06-10 03:29:08
TND,2.92,2026-06-10 03:29:08
TOP,2.33,2026-06-10 03:29:08
TRY,46.13,2026-06-10 03:29:08
TTD,6.77,2026-06-10 03:29:08
TVD,1.42,2026-06-10 03:29:08
TWD,31.58,2026-06-10 03:29:08
TZS,2617.11,2026-06-10 03:29:08
UAH,44.84,2026-06-10 03:29:08
UGX,3755.99,2026-06-10 03:29:08
UYU,40.47,2026-06-10 03:29:08
UZS,11969.67,2026-06-10 03:29:08
VES,572.68,2026-06-10 03:29:08
VND,26217.2,2026-06-10 03:29:08
VUV,119.3,2026-06-10 03:29:08
WST,2.71,2026-06-10 03:29:08
XAF,567.97,2026-06-10 03:29:08
XCD,2.7,2026-06-10 03:29:08
XCG,1.79,2026-06-10 03:29:08
XDR,0.733,2026-06-10 03:29:08
XOF,567.97,2026-06-10 03:29:08
XPF,103.33,2026-06-10 03:29:08
YER,238.37,2026-06-10 03:29:08
ZAR,16.5,2026-06-10 03:29:08
ZMW,17.77,2026-06-10 03:29:08
ZWG,26.77,2026-06-10 03:29:08
ZWL,26.77,2026-06-10 03:29:08
