currency,rate,timestamp
USD,1.0,2026-09-24 03:03:39
AED,3.67,2026-09-24 03:03:39
AFN,64.55,2026-09-24 03:03:39
ALL,80.11,2026-09-24 03:03:39
AMD,363.18,2026-09-24 03:03:39
ANG,1.79,2026-09-24 03:03:39
AOA,927.07,2026-09-24 03:03:39
ARS,1516.3,2026-09-24 03:03:39
AUD,1.42,2026-09-24 03:03:39
AWG,1.79,2026-09-24 03:03:39
AZN,1.7,2026-09-24 03:03:39
BAM,1.72,2026-09-24 03:03:39
BBD,2.0,2026-09-24 03:03:39
BDT,122.87,2026-09-24 03:03:39
BGN,1.72,2026-09-24 03:03:39
BHD,0.376,2026-09-24 03:03:39
BIF,2999.26,2026-09-24 03:03:39
BMD,1.0,2026-09-24 03:03:39
BND,1.28,2026-09-24 03:03:39
BOB,11.92,2026-09-24 03:03:39
BRL,5.12,2026-09-24 03:03:39
BSD,1.0,2026-09-24 03:03:39
BTN,95.81,2026-09-24 03:03:39
BWP,13.9,2026-09-24 03:03:39
BYN,3.02,2026-09-24 03:03:39
BZD,2.0,2026-09-24 03:03:39
CAD,1.41,2026-09-24 03:03:39
CDF,2308.68,2026-09-24 03:03:39
CHF,0.824,2026-09-24 03:03:39
CLF,0.0239,2026-09-24 03:03:39
CLP,946.5,2026-09-24 03:03:39
CNH,6.71,2026-09-24 03:03:39
CNY,6.72,2026-09-24 03:03:39
COP,3202.8,2026-09-24 03:03:39
CRC,452.34,2026-09-24 03:03:39
CUP,24.0,2026-09-24 03:03:39
CVE,96.74,2026-09-24 03:03:39
CZK,21.41,2026-09-24 03:03:39
DJF,177.72,2026-09-24 03:03:39
DKK,6.55,2026-09-24 03:03:39
DOP,59.44,2026-09-24 03:03:39
DZD,133.67,2026-09-24 03:03:39
EGP,51.42,2026-09-24 03:03:39
ERN,15.0,2026-09-24 03:03:39
ETB,161.92,2026-09-24 03:03:39
EUR,0.877,2026-09-24 03:03:39
FJD,2.24,2026-09-24 03:03:39
FKP,0.755,2026-09-24 03:03:39
FOK,6.55,2026-09-24 03:03:39
GBP,0.755,2026-09-24 03:03:39
GEL,2.61,2026-09-24 03:03:39
GGP,0.755,2026-09-24 03:03:39
GHS,11.57,2026-09-24 03:03:39
GIP,0.755,2026-09-24 03:03:39
GMD,74.27,2026-09-24 03:03:39
GNF,8790.48,2026-09-24 03:03:39
GTQ,7.63,2026-09-24 03:03:39
GYD,209.04,2026-09-24 03:03:39
HKD,7.84,2026-09-24 03:03:39
HNL,26.83,2026-09-24 03:03:39
HRK,6.61,2026-09-24 03:03:39
HTG,130.66,2026-09-24 03:03:39
HUF,319.56,2026-09-24 03:03:39
IDR,17835.83,2026-09-24 03:03:39
ILS,3.03,2026-09-24 03:03:39
IMP,0.755,2026-09-24 03:03:39
INR,95.81,2026-09-24 03:03:39
IQD,1308.45,2026-09-24 03:03:39
IRR,1443238.32,2026-09-24 03:03:39
ISK,121.14,2026-09-24 03:03:39
JEP,0.755,2026-09-24 03:03:39
JMD,157.82,2026-09-24 03:03:39
JOD,0.709,2026-09-24 03:03:39
JPY,158.13,2026-09-24 03:03:39
KES,129.5,2026-09-24 03:03:39
KGS,87.47,2026-09-24 03:03:39
KHR,4049.66,2026-09-24 03:03:39
KID,1.42,2026-09-24 03:03:39
KMF,431.64,2026-09-24 03:03:39
KRW,1364.77,2026-09-24 03:03:39
KWD,0.309,2026-09-24 03:03:39
KYD,0.833,2026-09-24 03:03:39
KZT,444.88,2026-09-24 03:03:39
LAK,22305.04,2026-09-24 03:03:39
LBP,89500.0,2026-09-24 03:03:39
LKR,329.32,2026-09-24 03:03:39
LRD,172.77,2026-09-24 03:03:39
LSL,16.36,2026-09-24 03:03:39
LYD,6.37,2026-09-24 03:03:39
MAD,9.59,2026-09-24 03:03:39
MDL,17.58,2026-09-24 03:03:39
MGA,4386.49,2026-09-24 03:03:39
MKD,53.73,2026-09-24 03:03:39
MMK,2099.92,2026-09-24 03:03:39
MNT,3591.61,2026-09-24 03:03:39
