currency,rate,timestamp
USD,1.0,2026-09-07 02:47:50
AED,3.67,2026-09-07 02:47:50
AFN,65.04,2026-09-07 02:47:50
ALL,79.33,2026-09-07 02:47:50
AMD,363.91,2026-09-07 02:47:50
ANG,1.79,2026-09-07 02:47:50
AOA,921.56,2026-09-07 02:47:50
ARS,1507.37,2026-09-07 02:47:50
AUD,1.39,2026-09-07 02:47:50
AWG,1.79,2026-09-07 02:47:50
AZN,1.7,2026-09-07 02:47:50
BAM,1.68,2026-09-07 02:47:50
BBD,2.0,2026-09-07 02:47:50
BDT,122.93,2026-09-07 02:47:50
BGN,1.68,2026-09-07 02:47:50
BHD,0.376,2026-09-07 02:47:50
BIF,2987.36,2026-09-07 02:47:50
BMD,1.0,2026-09-07 02:47:50
BND,1.27,2026-09-07 02:47:50
BOB,12.24,2026-09-07 02:47:50
BRL,5.12,2026-09-07 02:47:50
BSD,1.0,2026-09-07 02:47:50
BTN,94.53,2026-09-07 02:47:50
BWP,13.39,2026-09-07 02:47:50
BYN,3.09,2026-09-07 02:47:50
BZD,2.0,2026-09-07 02:47:50
CAD,1.38,2026-09-07 02:47:50
CDF,2303.01,2026-09-07 02:47:50
CHF,0.81,2026-09-07 02:47:50
CLF,0.0236,2026-09-07 02:47:50
CLP,932.98,2026-09-07 02:47:50
CNH,6.71,2026-09-07 02:47:50
CNY,6.72,2026-09-07 02:47:50
COP,3140.83,2026-09-07 02:47:50
CRC,453.28,2026-09-07 02:47:50
CUP,24.0,2026-09-07 02:47:50
CVE,94.95,2026-09-07 02:47:50
CZK,20.83,2026-09-07 02:47:50
DJF,177.72,2026-09-07 02:47:50
DKK,6.43,2026-09-07 02:47:50
DOP,59.17,2026-09-07 02:47:50
DZD,133.2,2026-09-07 02:47:50
EGP,50.89,2026-09-07 02:47:50
ERN,15.0,2026-09-07 02:47:50
ETB,161.37,2026-09-07 02:47:50
EUR,0.861,2026-09-07 02:47:50
FJD,2.2,2026-09-07 02:47:50
