currency,rate,timestamp
USD,1.0,2026-08-01 02:32:00
AED,3.67,2026-08-01 02:32:00
AFN,65.75,2026-08-01 02:32:00
ALL,82.04,2026-08-01 02:32:00
AMD,366.42,2026-08-01 02:32:00
ANG,1.79,2026-08-01 02:32:00
AOA,927.03,2026-08-01 02:32:00
ARS,1488.45,2026-08-01 02:32:00
AUD,1.42,2026-08-01 02:32:00
AWG,1.79,2026-08-01 02:32:00
AZN,1.7,2026-08-01 02:32:00
BAM,1.7,2026-08-01 02:32:00
BBD,2.0,2026-08-01 02:32:00
BDT,123.48,2026-08-01 02:32:00
BGN,1.7,2026-08-01 02:32:00
BHD,0.376,2026-08-01 02:32:00
BIF,2995.56,2026-08-01 02:32:00
BMD,1.0,2026-08-01 02:32:00
BND,1.28,2026-08-01 02:32:00
BOB,11.51,2026-08-01 02:32:00
BRL,5.07,2026-08-01 02:32:00
BSD,1.0,2026-08-01 02:32:00
BTN,95.52,2026-08-01 02:32:00
BWP,14.1,2026-08-01 02:32:00
BYN,2.91,2026-08-01 02:32:00
BZD,2.0,2026-08-01 02:32:00
CAD,1.4,2026-08-01 02:32:00
CDF,2284.12,2026-08-01 02:32:00
CHF,0.808,2026-08-01 02:32:00
CLF,0.0235,2026-08-01 02:32:00
CLP,927.42,2026-08-01 02:32:00
CNH,6.75,2026-08-01 02:32:00
CNY,6.76,2026-08-01 02:32:00
COP,3203.03,2026-08-01 02:32:00
CRC,454.48,2026-08-01 02:32:00
CUP,24.0,2026-08-01 02:32:00
CVE,95.79,2026-08-01 02:32:00
CZK,21.02,2026-08-01 02:32:00
DJF,177.72,2026-08-01 02:32:00
DKK,6.49,2026-08-01 02:32:00
DOP,58.08,2026-08-01 02:32:00
DZD,133.13,2026-08-01 02:32:00
EGP,51.11,2026-08-01 02:32:00
ERN,15.0,2026-08-01 02:32:00
ETB,161.26,2026-08-01 02:32:00
EUR,0.869,2026-08-01 02:32:00
FJD,2.23,2026-08-01 02:32:00
FKP,0.743,2026-08-01 02:32:00
FOK,6.49,2026-08-01 02:32:00
GBP,0.743,2026-08-01 02:32:00
GEL,2.62,2026-08-01 02:32:00
GGP,0.743,2026-08-01 02:32:00
GHS,11.69,2026-08-01 02:32:00
GIP,0.743,2026-08-01 02:32:00
GMD,74.46,2026-08-01 02:32:00
GNF,8785.93,2026-08-01 02:32:00
GTQ,7.62,2026-08-01 02:32:00
GYD,209.26,2026-08-01 02:32:00
HKD,7.84,2026-08-01 02:32:00
HNL,26.78,2026-08-01 02:32:00
HRK,6.55,2026-08-01 02:32:00
HTG,130.72,2026-08-01 02:32:00
HUF,315.83,2026-08-01 02:32:00
IDR,18040.0,2026-08-01 02:32:00
ILS,3.06,2026-08-01 02:32:00
IMP,0.743,2026-08-01 02:32:00
INR,95.52,2026-08-01 02:32:00
IQD,1310.19,2026-08-01 02:32:00
IRR,1319801.23,2026-08-01 02:32:00
ISK,123.98,2026-08-01 02:32:00
JEP,0.743,2026-08-01 02:32:00
JMD,158.19,2026-08-01 02:32:00
JOD,0.709,2026-08-01 02:32:00
JPY,158.54,2026-08-01 02:32:00
KES,129.37,2026-08-01 02:32:00
KGS,87.42,2026-08-01 02:32:00
KHR,4047.48,2026-08-01 02:32:00
KID,1.42,2026-08-01 02:32:00
KMF,427.37,2026-08-01 02:32:00
KRW,1439.43,2026-08-01 02:32:00
KWD,0.309,2026-08-01 02:32:00
KYD,0.833,2026-08-01 02:32:00
KZT,474.52,2026-08-01 02:32:00
LAK,22382.43,2026-08-01 02:32:00
LBP,89500.0,2026-08-01 02:32:00
LKR,335.83,2026-08-01 02:32:00
LRD,180.91,2026-08-01 02:32:00
LSL,16.54,2026-08-01 02:32:00
LYD,6.41,2026-08-01 02:32:00
MAD,9.36,2026-08-01 02:32:00
MDL,17.56,2026-08-01 02:32:00
MGA,4324.39,2026-08-01 02:32:00
MKD,54.04,2026-08-01 02:32:00
MMK,2103.05,2026-08-01 02:32:00
MNT,3596.11,2026-08-01 02:32:00
MOP,8.08,2026-08-01 02:32:00
MRU,40.15,2026-08-01 02:32:00
MUR,47.03,2026-08-01 02:32:00
MVR,15.45,2026-08-01 02:32:00
MWK,1746.14,2026-08-01 02:32:00
MXN,17.34,2026-08-01 02:32:00
MYR,4.09,2026-08-01 02:32:00
MZN,63.64,2026-08-01 02:32:00
NAD,16.54,2026-08-01 02:32:00
NGN,1364.06,2026-08-01 02:32:00
NIO,36.78,2026-08-01 02:32:00
NOK,9.49,2026-08-01 02:32:00
NPR,152.83,2026-08-01 02:32:00
NZD,1.7,2026-08-01 02:32:00
OMR,0.384,2026-08-01 02:32:00
PAB,1.0,2026-08-01 02:32:00
PEN,3.39,2026-08-01 02:32:00
PGK,4.43,2026-08-01 02:32:00
PHP,61.25,2026-08-01 02:32:00
PKR,277.68,2026-08-01 02:32:00
PLN,3.74,2026-08-01 02:32:00
PYG,6005.38,2026-08-01 02:32:00
QAR,3.64,2026-08-01 02:32:00
RON,4.56,2026-08-01 02:32:00
RSD,102.04,2026-08-01 02:32:00
RUB,79.54,2026-08-01 02:32:00
RWF,1472.39,2026-08-01 02:32:00
SAR,3.75,2026-08-01 02:32:00
SBD,7.97,2026-08-01 02:32:00
SCR,13.68,2026-08-01 02:32:00
SDG,510.93,2026-08-01 02:32:00
SEK,9.53,2026-08-01 02:32:00
SGD,1.28,2026-08-01 02:32:00
SHP,0.743,2026-08-01 02:32:00
SLE,24.17,2026-08-01 02:32:00
SLL,24166.67,2026-08-01 02:32:00
SOS,571.98,2026-08-01 02:32:00
SRD,37.92,2026-08-01 02:32:00
SSP,4920.35,2026-08-01 02:32:00
STN,21.28,2026-08-01 02:32:00
SYP,121.86,2026-08-01 02:32:00
SZL,16.54,2026-08-01 02:32:00
THB,33.45,2026-08-01 02:32:00
TJS,9.24,2026-08-01 02:32:00
TMT,3.5,2026-08-01 02:32:00
TND,2.94,2026-08-01 02:32:00
TOP,2.38,2026-08-01 02:32:00
TRY,47.54,2026-08-01 02:32:00
TTD,6.76,2026-08-01 02:32:00
TVD,1.42,2026-08-01 02:32:00
TWD,32.29,2026-08-01 02:32:00
TZS,2642.96,2026-08-01 02:32:00
UAH,44.65,2026-08-01 02:32:00
UGX,3696.31,2026-08-01 02:32:00
UYU,40.14,2026-08-01 02:32:00
UZS,11950.24,2026-08-01 02:32:00
VES,748.79,2026-08-01 02:32:00
VND,26167.86,2026-08-01 02:32:00
VUV,120.05,2026-08-01 02:32:00
WST,2.71,2026-08-01 02:32:00
XAF,569.83,2026-08-01 02:32:00
XCD,2.7,2026-08-01 02:32:00
XCG,1.79,2026-08-01 02:32:00
XDR,0.733,2026-08-01 02:32:00
XOF,569.83,2026-08-01 02:32:00
XPF,103.66,2026-08-01 02:32:00
YER,238.42,2026-08-01 02:32:00
ZAR,16.54,2026-08-01 02:32:00
ZMW,18.85,2026-08-01 02:32:00
ZWG,26.68,2026-08-01 02:32:00
ZWL,26.68,2026-08-01 02:32:00
