currency,rate,timestamp
USD,1.0,2026-05-31 03:33:50
AED,3.67,2026-05-31 03:33:50
AFN,63.26,2026-05-31 03:33:50
ALL,82.04,2026-05-31 03:33:50
AMD,368.11,2026-05-31 03:33:50
ANG,1.79,2026-05-31 03:33:50
AOA,925.33,2026-05-31 03:33:50
ARS,1410.29,2026-05-31 03:33:50
AUD,1.39,2026-05-31 03:33:50
AWG,1.79,2026-05-31 03:33:50
AZN,1.7,2026-05-31 03:33:50
BAM,1.68,2026-05-31 03:33:50
BBD,2.0,2026-05-31 03:33:50
BDT,122.73,2026-05-31 03:33:50
BGN,1.68,2026-05-31 03:33:50
BHD,0.376,2026-05-31 03:33:50
BIF,2986.75,2026-05-31 03:33:50
BMD,1.0,2026-05-31 03:33:50
BND,1.28,2026-05-31 03:33:50
BOB,6.92,2026-05-31 03:33:50
BRL,5.05,2026-05-31 03:33:50
BSD,1.0,2026-05-31 03:33:50
BTN,95.2,2026-05-31 03:33:50
BWP,13.86,2026-05-31 03:33:50
BYN,2.74,2026-05-31 03:33:50
BZD,2.0,2026-05-31 03:33:50
CAD,1.38,2026-05-31 03:33:50
CDF,2260.62,2026-05-31 03:33:50
CHF,0.782,2026-05-31 03:33:50
CLF,0.0226,2026-05-31 03:33:50
CLP,891.85,2026-05-31 03:33:50
CNH,6.76,2026-05-31 03:33:50
CNY,6.79,2026-05-31 03:33:50
COP,3650.82,2026-05-31 03:33:50
CRC,453.05,2026-05-31 03:33:50
CUP,24.0,2026-05-31 03:33:50
CVE,94.58,2026-05-31 03:33:50
CZK,20.84,2026-05-31 03:33:50
DJF,177.72,2026-05-31 03:33:50
DKK,6.4,2026-05-31 03:33:50
DOP,59.1,2026-05-31 03:33:50
DZD,132.89,2026-05-31 03:33:50
EGP,52.22,2026-05-31 03:33:50
ERN,15.0,2026-05-31 03:33:50
ETB,160.26,2026-05-31 03:33:50
EUR,0.858,2026-05-31 03:33:50
FJD,2.2,2026-05-31 03:33:50
FKP,0.744,2026-05-31 03:33:50
FOK,6.4,2026-05-31 03:33:50
GBP,0.744,2026-05-31 03:33:50
GEL,2.67,2026-05-31 03:33:50
GGP,0.744,2026-05-31 03:33:50
GHS,11.73,2026-05-31 03:33:50
GIP,0.744,2026-05-31 03:33:50
GMD,74.19,2026-05-31 03:33:50
GNF,8762.93,2026-05-31 03:33:50
GTQ,7.62,2026-05-31 03:33:50
GYD,209.01,2026-05-31 03:33:50
HKD,7.84,2026-05-31 03:33:50
HNL,26.58,2026-05-31 03:33:50
HRK,6.46,2026-05-31 03:33:50
HTG,130.6,2026-05-31 03:33:50
HUF,303.68,2026-05-31 03:33:50
IDR,17861.04,2026-05-31 03:33:50
ILS,2.81,2026-05-31 03:33:50
IMP,0.744,2026-05-31 03:33:50
INR,95.2,2026-05-31 03:33:50
IQD,1309.0,2026-05-31 03:33:50
IRR,1326119.94,2026-05-31 03:33:50
ISK,123.13,2026-05-31 03:33:50
JEP,0.744,2026-05-31 03:33:50
JMD,157.47,2026-05-31 03:33:50
JOD,0.709,2026-05-31 03:33:50
JPY,159.25,2026-05-31 03:33:50
KES,129.43,2026-05-31 03:33:50
