currency,rate,timestamp
USD,1.0,2026-06-06 02:52:54
AED,3.67,2026-06-06 02:52:54
AFN,63.45,2026-06-06 02:52:54
ALL,82.01,2026-06-06 02:52:54
AMD,368.56,2026-06-06 02:52:54
ANG,1.79,2026-06-06 02:52:54
AOA,925.34,2026-06-06 02:52:54
ARS,1442.41,2026-06-06 02:52:54
AUD,1.41,2026-06-06 02:52:54
AWG,1.79,2026-06-06 02:52:54
AZN,1.7,2026-06-06 02:52:54
BAM,1.69,2026-06-06 02:52:54
BBD,2.0,2026-06-06 02:52:54
BDT,122.73,2026-06-06 02:52:54
BGN,1.69,2026-06-06 02:52:54
BHD,0.376,2026-06-06 02:52:54
BIF,2985.85,2026-06-06 02:52:54
BMD,1.0,2026-06-06 02:52:54
BND,1.29,2026-06-06 02:52:54
BOB,6.92,2026-06-06 02:52:54
BRL,5.07,2026-06-06 02:52:54
BSD,1.0,2026-06-06 02:52:54
BTN,95.22,2026-06-06 02:52:54
BWP,13.9,2026-06-06 02:52:54
BYN,2.8,2026-06-06 02:52:54
BZD,2.0,2026-06-06 02:52:54
CAD,1.39,2026-06-06 02:52:54
CDF,2291.07,2026-06-06 02:52:54
CHF,0.794,2026-06-06 02:52:54
CLF,0.0226,2026-06-06 02:52:54
CLP,895.11,2026-06-06 02:52:54
CNH,6.78,2026-06-06 02:52:54
CNY,6.79,2026-06-06 02:52:54
COP,3568.43,2026-06-06 02:52:54
CRC,458.55,2026-06-06 02:52:54
CUP,24.0,2026-06-06 02:52:54
CVE,95.39,2026-06-06 02:52:54
CZK,20.89,2026-06-06 02:52:54
DJF,177.72,2026-06-06 02:52:54
DKK,6.45,2026-06-06 02:52:54
DOP,58.13,2026-06-06 02:52:54
DZD,133.25,2026-06-06 02:52:54
EGP,51.82,2026-06-06 02:52:54
ERN,15.0,2026-06-06 02:52:54
ETB,159.91,2026-06-06 02:52:54
EUR,0.865,2026-06-06 02:52:54
FJD,2.2,2026-06-06 02:52:54
FKP,0.747,2026-06-06 02:52:54
FOK,6.45,2026-06-06 02:52:54
GBP,0.748,2026-06-06 02:52:54
GEL,2.66,2026-06-06 02:52:54
GGP,0.747,2026-06-06 02:52:54
GHS,11.79,2026-06-06 02:52:54
GIP,0.747,2026-06-06 02:52:54
GMD,74.18,2026-06-06 02:52:54
GNF,8764.74,2026-06-06 02:52:54
GTQ,7.62,2026-06-06 02:52:54
GYD,209.07,2026-06-06 02:52:54
HKD,7.83,2026-06-06 02:52:54
HNL,26.59,2026-06-06 02:52:54
HRK,6.52,2026-06-06 02:52:54
HTG,130.67,2026-06-06 02:52:54
HUF,306.51,2026-06-06 02:52:54
IDR,18088.66,2026-06-06 02:52:54
ILS,2.93,2026-06-06 02:52:54
IMP,0.747,2026-06-06 02:52:54
INR,95.22,2026-06-06 02:52:54
IQD,1310.21,2026-06-06 02:52:54
IRR,1312591.2,2026-06-06 02:52:54
ISK,123.46,2026-06-06 02:52:54
JEP,0.747,2026-06-06 02:52:54
JMD,157.58,2026-06-06 02:52:54
JOD,0.709,2026-06-06 02:52:54
JPY,160.16,2026-06-06 02:52:54
KES,129.27,2026-06-06 02:52:54
KGS,87.45,2026-06-06 02:52:54
KHR,4024.02,2026-06-06 02:52:54
KID,1.41,2026-06-06 02:52:54
KMF,425.6,2026-06-06 02:52:54
KRW,1545.29,2026-06-06 02:52:54
KWD,0.309,2026-06-06 02:52:54
KYD,0.833,2026-06-06 02:52:54
KZT,486.04,2026-06-06 02:52:54
LAK,21898.2,2026-06-06 02:52:54
LBP,89500.0,2026-06-06 02:52:54
LKR,335.28,2026-06-06 02:52:54
LRD,182.42,2026-06-06 02:52:54
LSL,16.45,2026-06-06 02:52:54
LYD,6.36,2026-06-06 02:52:54
MAD,9.2,2026-06-06 02:52:54
MDL,17.3,2026-06-06 02:52:54
MGA,4197.26,2026-06-06 02:52:54
MKD,52.99,2026-06-06 02:52:54
MMK,2099.03,2026-06-06 02:52:54
MNT,3546.67,2026-06-06 02:52:54
MOP,8.07,2026-06-06 02:52:54
MRU,40.04,2026-06-06 02:52:54
MUR,47.51,2026-06-06 02:52:54
MVR,15.43,2026-06-06 02:52:54
MWK,1744.56,2026-06-06 02:52:54
MXN,17.41,2026-06-06 02:52:54
MYR,4.03,2026-06-06 02:52:54
MZN,63.63,2026-06-06 02:52:54
NAD,16.45,2026-06-06 02:52:54
NGN,1360.68,2026-06-06 02:52:54
NIO,36.77,2026-06-06 02:52:54
NOK,9.42,2026-06-06 02:52:54
NPR,152.36,2026-06-06 02:52:54
NZD,1.72,2026-06-06 02:52:54
OMR,0.384,2026-06-06 02:52:54
PAB,1.0,2026-06-06 02:52:54
PEN,3.44,2026-06-06 02:52:54
PGK,4.37,2026-06-06 02:52:54
PHP,61.66,2026-06-06 02:52:54
PKR,278.56,2026-06-06 02:52:54
