currency,rate,timestamp
USD,1.0,2026-08-16 01:06:26
AED,3.67,2026-08-16 01:06:26
AFN,65.23,2026-08-16 01:06:26
ALL,80.61,2026-08-16 01:06:26
AMD,366.0,2026-08-16 01:06:26
ANG,1.79,2026-08-16 01:06:26
AOA,925.12,2026-08-16 01:06:26
ARS,1488.7,2026-08-16 01:06:26
AUD,1.41,2026-08-16 01:06:26
AWG,1.79,2026-08-16 01:06:26
AZN,1.7,2026-08-16 01:06:26
BAM,1.69,2026-08-16 01:06:26
BBD,2.0,2026-08-16 01:06:26
BDT,122.85,2026-08-16 01:06:26
BGN,1.69,2026-08-16 01:06:26
BHD,0.376,2026-08-16 01:06:26
BIF,2995.39,2026-08-16 01:06:26
BMD,1.0,2026-08-16 01:06:26
BND,1.28,2026-08-16 01:06:26
BOB,11.77,2026-08-16 01:06:26
BRL,5.19,2026-08-16 01:06:26
BSD,1.0,2026-08-16 01:06:26
BTN,95.5,2026-08-16 01:06:26
BWP,13.87,2026-08-16 01:06:26
BYN,3.02,2026-08-16 01:06:26
BZD,2.0,2026-08-16 01:06:26
CAD,1.39,2026-08-16 01:06:26
CDF,2282.76,2026-08-16 01:06:26
CHF,0.813,2026-08-16 01:06:26
CLF,0.0231,2026-08-16 01:06:26
CLP,914.49,2026-08-16 01:06:26
CNH,6.74,2026-08-16 01:06:26
CNY,6.76,2026-08-16 01:06:26
COP,3137.74,2026-08-16 01:06:26
CRC,451.81,2026-08-16 01:06:26
CUP,24.0,2026-08-16 01:06:26
CVE,95.35,2026-08-16 01:06:26
CZK,20.94,2026-08-16 01:06:26
DJF,177.72,2026-08-16 01:06:26
DKK,6.47,2026-08-16 01:06:26
DOP,58.45,2026-08-16 01:06:26
DZD,132.96,2026-08-16 01:06:26
EGP,50.27,2026-08-16 01:06:26
ERN,15.0,2026-08-16 01:06:26
ETB,161.63,2026-08-16 01:06:26
EUR,0.865,2026-08-16 01:06:26
FJD,2.21,2026-08-16 01:06:26
FKP,0.739,2026-08-16 01:06:26
FOK,6.47,2026-08-16 01:06:26
GBP,0.739,2026-08-16 01:06:26
GEL,2.61,2026-08-16 01:06:26
GGP,0.739,2026-08-16 01:06:26
GHS,11.19,2026-08-16 01:06:26
GIP,0.739,2026-08-16 01:06:26
GMD,74.69,2026-08-16 01:06:26
